"Timestamp","320.005-SB401_R_Tl_Etl","320.005-RT503_Tl_Etl"
"23/02/2022 16:54:00","40,000","35,960"
"23/02/2022 16:53:00","40,000","35,960"
"23/02/2022 16:52:00","40,000","35,950"
"23/02/2022 16:51:00","40,000","35,950"
"23/02/2022 16:50:00","40,000","35,950"
"23/02/2022 16:49:00","40,000","35,960"
"23/02/2022 16:48:00","40,000","35,940"
"23/02/2022 16:47:00","40,000","35,950"
"23/02/2022 16:46:00","40,000","35,930"
"23/02/2022 16:45:00","40,000","35,940"
"23/02/2022 16:44:00","40,000","35,930"
"23/02/2022 16:43:00","40,000","35,920"
"23/02/2022 16:42:00","40,000","35,920"
"23/02/2022 16:41:00","40,000","35,910"
"23/02/2022 16:40:00","40,000","35,900"
"23/02/2022 16:39:00","40,000","35,900"
"23/02/2022 16:38:00","40,000","35,870"
"23/02/2022 16:37:00","40,000","35,870"
"23/02/2022 16:36:00","40,000","35,860"
"23/02/2022 16:35:00","40,000","35,860"
"23/02/2022 16:34:00","40,000","35,850"
"23/02/2022 16:33:00","40,000","35,830"
"23/02/2022 16:32:00","40,000","35,820"
"23/02/2022 16:31:00","40,000","35,810"
"23/02/2022 16:30:00","40,000","35,800"
"23/02/2022 16:29:00","40,000","35,790"
"23/02/2022 16:28:00","40,000","35,780"
"23/02/2022 16:27:00","40,000","35,770"
"23/02/2022 16:26:00","40,000","35,760"
"23/02/2022 16:25:00","40,000","35,740"
"23/02/2022 16:24:00","40,000","35,740"
"23/02/2022 16:23:00","40,000","35,730"
"23/02/2022 16:22:00","40,000","35,730"
"23/02/2022 16:21:00","40,000","35,710"
"23/02/2022 16:20:00","40,000","35,710"
"23/02/2022 16:19:00","40,000","35,690"
"23/02/2022 16:18:00","40,000","35,680"
"23/02/2022 16:17:00","40,000","35,680"
"23/02/2022 16:16:00","40,000","35,660"
"23/02/2022 16:15:00","40,000","35,660"
"23/02/2022 16:14:00","40,000","35,650"
"23/02/2022 16:13:00","40,000","35,660"
"23/02/2022 16:12:00","40,000","35,660"
"23/02/2022 16:11:00","40,000","35,660"
"23/02/2022 16:10:00","40,000","35,650"
"23/02/2022 16:09:00","40,000","35,650"
"23/02/2022 16:08:00","40,000","35,660"
"23/02/2022 16:07:00","40,000","35,660"
"23/02/2022 16:06:00","40,000","35,660"
"23/02/2022 16:05:00","40,000","35,660"
"23/02/2022 16:04:00","40,000","35,660"
"23/02/2022 16:03:00","40,000","35,670"
"23/02/2022 16:02:00","40,000","35,670"
"23/02/2022 16:01:00","40,000","35,670"
"23/02/2022 16:00:00","40,000","35,670"
"23/02/2022 15:59:00","40,000","35,670"
"23/02/2022 15:58:00","40,000","35,680"
"23/02/2022 15:57:00","40,000","35,670"
"23/02/2022 15:56:00","40,000","35,670"
"23/02/2022 15:55:00","40,000","35,670"
"23/02/2022 15:54:00","40,000","35,670"
"23/02/2022 15:53:00","40,000","35,670"
"23/02/2022 15:52:00","40,000","35,670"
"23/02/2022 15:51:00","40,000","35,670"
"23/02/2022 15:50:00","40,000","35,680"
"23/02/2022 15:49:00","40,000","35,680"
"23/02/2022 15:48:00","40,000","35,680"
"23/02/2022 15:47:00","40,000","35,680"
"23/02/2022 15:46:00","40,000","35,680"
"23/02/2022 15:45:00","40,000","35,690"
"23/02/2022 15:44:00","40,000","35,690"
"23/02/2022 15:43:00","40,000","35,680"
"23/02/2022 15:42:00","40,000","35,680"
"23/02/2022 15:41:00","40,000","35,670"
"23/02/2022 15:40:00","40,000","35,660"
